dateTime,latitude,longitude,uaqi,uaqi_category,uaqi_dominant_pollutant,idn_menlhk,idn_menlhk_category,idn_menlhk_dominant_pollutant,co,no2,o3,pm10,pm25,so2,health_general,health_elderly,health_lung_disease,health_heart_disease,health_athletes,health_pregnant,health_children
2024-11-24 02:27:06.628929,-75.7177094853244,-63.39330596171264,445,Hazardous,no2,84,Moderate,pm25,127.21,109.04,6.45,165.62,130.07,124.47,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 01:46:06.628940,-6.337384520241898,-69.29548538857918,500,Hazardous,o3,463,Hazardous,pm25,88.64,32.3,185.09,173.17,181.95,111.96,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 09:27:06.628949,85.37774815449961,121.32927911162716,88,Moderate,pm25,64,Moderate,co,73.16,126.46,194.41,76.89,168.46,16.62,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 23:14:06.628960,83.6200764666304,-6.078711349902392,317,Hazardous,o3,84,Moderate,co,174.69,71.8,178.78,47.83,74.49,167.72,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 02:27:06.628971,39.63122949117579,-6.578656660162409,307,Hazardous,co,3,Good,pm10,199.79,136.29,183.1,0.66,73.3,43.19,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 02:45:06.628987,-74.64331086042432,-54.55324214715657,184,Unhealthy,o3,161,Unhealthy,pm25,1.02,139.08,196.61,142.88,8.75,132.83,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 02:51:06.629000,9.341523581349946,-142.78451401734878,447,Hazardous,pm10,285,Very Unhealthy,so2,126.04,97.11,190.51,199.89,33.6,21.5,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 06:29:06.629013,-58.59106546845749,-119.47767062685259,490,Hazardous,so2,141,Unhealthy for Sensitive Groups,pm25,105.08,155.57,134.81,154.82,54.81,182.74,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 01:18:06.629025,59.90256226078694,119.8897943815341,268,Very Unhealthy,o3,110,Unhealthy for Sensitive Groups,no2,117.76,163.75,170.35,22.05,25.7,199.92,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 03:55:06.629035,34.76985717056637,-11.95156645965531,333,Hazardous,pm10,457,Hazardous,no2,55.12,69.52,132.67,70.4,173.36,61.62,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 08:08:06.629046,-22.891846234473633,119.50362473477747,170,Unhealthy,so2,285,Very Unhealthy,co,44.76,159.15,143.88,13.9,106.29,153.15,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 05:19:06.629055,-11.617041365250373,157.79448623592623,496,Hazardous,co,274,Very Unhealthy,so2,95.84,176.41,114.15,56.01,13.9,84.88,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 18:25:06.629069,33.36990373396442,62.95401735353988,406,Hazardous,co,335,Hazardous,co,165.23,22.57,59.79,87.39,32.21,155.89,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 16:30:06.629079,-14.696950587289422,45.51077856032987,93,Moderate,no2,7,Good,pm25,60.61,27.36,157.06,10.39,80.08,74.36,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-25 22:23:06.629089,0.7687796322969973,143.11779147324717,85,Moderate,so2,277,Very Unhealthy,pm10,41.88,137.22,82.78,158.51,146.07,81.81,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-26 08:07:06.629100,67.85978414007846,161.4254325763606,6,Good,no2,190,Unhealthy,co,99.19,15.22,132.39,70.08,96.01,77.19,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-27 02:43:06.629109,-80.46547236851555,39.266365361091715,279,Very Unhealthy,o3,31,Good,so2,9.21,129.23,171.47,89.92,102.52,62.39,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 09:44:06.629119,84.14902396457785,-85.67049938127822,74,Moderate,pm25,380,Hazardous,co,119.96,197.89,113.95,93.06,166.8,119.75,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 06:09:06.629130,-36.11644105814921,-7.860449657943008,152,Unhealthy,pm25,482,Hazardous,pm25,85.72,117.41,8.0,155.82,36.91,164.99,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 05:02:06.629141,18.58820813974573,40.604801603255225,12,Good,o3,269,Very Unhealthy,o3,142.89,104.41,149.71,174.95,16.78,190.17,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-24 16:50:06.629154,21.573212856675312,-130.73113284906896,36,Good,pm10,494,Hazardous,co,62.33,140.21,119.79,153.31,15.57,136.38,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-25 03:19:06.629170,-38.50442428854681,156.91247382575472,94,Moderate,so2,456,Hazardous,pm25,3.39,121.56,83.05,111.44,119.75,49.68,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 23:42:06.629181,-14.324771709037591,-164.4475786134936,345,Hazardous,co,420,Hazardous,co,69.79,191.37,103.48,152.18,44.87,186.66,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 18:02:06.629191,-57.5107863672472,-25.797379997475872,111,Unhealthy for Sensitive Groups,so2,36,Good,pm10,114.14,156.71,3.47,189.43,70.4,111.41,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 22:05:06.629201,-39.32117830532509,-125.47901497998127,173,Unhealthy,pm25,450,Hazardous,o3,46.45,113.75,175.07,11.29,79.45,22.58,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-26 06:33:06.629211,-74.36519547707233,-152.7856460936205,430,Hazardous,pm25,252,Very Unhealthy,pm25,173.7,94.8,56.76,49.0,163.97,109.98,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 19:34:06.629235,-76.5404573158029,-133.25990871809668,394,Hazardous,pm10,51,Moderate,no2,174.09,22.87,147.57,85.03,13.48,15.44,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 19:59:06.629252,-48.45732905941097,-103.22050207102875,206,Very Unhealthy,so2,49,Good,so2,123.9,88.01,76.39,147.42,67.84,87.56,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 12:48:06.629267,-25.101950082155525,-171.199818546721,32,Good,o3,306,Hazardous,co,75.8,144.98,189.01,14.78,66.84,28.6,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-22 08:34:06.629289,80.32139280243356,22.077313081379884,280,Very Unhealthy,pm25,386,Hazardous,pm10,30.46,9.57,15.68,183.42,176.09,45.6,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 09:33:06.629306,87.16415151877337,-100.7454506712321,419,Hazardous,no2,49,Good,pm10,137.06,48.14,178.49,98.5,184.73,56.96,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 04:26:06.629325,-30.67099164763571,177.29728853520868,427,Hazardous,o3,1,Good,so2,140.97,91.09,196.52,59.83,149.34,62.36,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-22 01:23:06.629341,81.21890893990414,-132.26428311230782,196,Unhealthy,pm25,360,Hazardous,o3,91.63,36.86,160.34,135.94,97.57,133.18,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-21 14:19:06.629357,-35.81923757875715,-107.2616086748648,383,Hazardous,no2,235,Very Unhealthy,o3,119.69,44.13,78.15,60.88,174.76,159.79,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 01:24:06.629373,62.158255780728155,91.39510136238192,188,Unhealthy,so2,295,Very Unhealthy,no2,112.79,40.12,170.51,50.54,150.53,106.89,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-27 03:26:06.629389,-84.32605103978062,1.4324194968477286,472,Hazardous,pm25,162,Unhealthy,pm25,8.11,55.94,30.88,47.86,82.54,22.27,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 21:49:06.629405,48.26547453948669,83.94836791556344,3,Good,so2,483,Hazardous,so2,197.66,28.74,66.93,152.91,80.25,52.89,Air quality is good for outdoor activities.,Outdoor activities are safe.,No special precautions needed.,Air quality is safe.,Outdoor activities are fine.,Air is safe for outdoor activities.,No restrictions for outdoor play.
2024-11-23 00:28:06.629420,6.628595375709125,166.41433046326495,293,Very Unhealthy,pm25,327,Hazardous,co,197.63,194.31,25.11,100.73,48.08,86.8,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-25 09:27:06.629438,-31.33482350532863,-21.72039460319661,379,Hazardous,pm10,230,Very Unhealthy,so2,82.54,170.4,158.24,138.49,170.15,96.16,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-23 05:55:06.629454,-60.25352445861762,-103.5978667311992,383,Hazardous,pm10,200,Unhealthy,co,130.45,125.51,36.08,111.71,165.98,9.1,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-20 18:06:06.629478,-35.46641168931503,159.2023291624904,173,Unhealthy,pm10,278,Very Unhealthy,so2,101.36,164.02,158.71,114.21,17.84,56.55,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
2024-11-24 11:21:06.629494,30.17283131229469,17.05240213715419,467,Hazardous,o3,338,Hazardous,o3,198.81,117.79,60.27,127.54,155.29,20.62,Stay indoors and reduce outdoor activities.,Avoid outdoor activities.,Carry medication and avoid polluted areas.,Minimize exposure to air pollution.,Consider exercising indoors.,Avoid outdoor pollution exposure.,Reduce time spent outdoors.
